tarih-saat,latitude,longitude,depth,magnitude
16-10-2023 04:47:19,38.694,42.654,7.02,1.7
16-10-2023 05:06:06,38.675,42.702,10.09,2.0
16-10-2023 05:56:09,36.084,28.069,6.56,1.5
16-10-2023 06:43:20,37.931,36.243,6.45,2.1
16-10-2023 07:04:35,38.076,37.136,7,1.5
16-10-2023 07:09:41,37.773,37.74,7,1.7
16-10-2023 07:35:30,40.854,31.728,14.74,1.8
16-10-2023 07:39:42,37.472,36.991,5.4,1.0
16-10-2023 08:47:57,38.187,37.968,8.12,1.3
16-10-2023 09:34:42,37.124,30.952,8.62,1.7
16-10-2023 10:36:55,39.768,28.344,7.04,1.5
16-10-2023 11:13:36,36.754,33.843,25.3,1.7
16-10-2023 12:08:58,38.148,36.509,6.98,1.7
16-10-2023 12:18:33,35.848,27.339,12.23,2.3
16-10-2023 12:20:31,35.824,27.307,20.03,2.0
16-10-2023 13:22:39,38.221,38.087,10.56,2.2
16-10-2023 13:24:59,36.775,33.818,7.09,1.4
16-10-2023 13:41:36,37.834,36.346,7.14,2.5
16-10-2023 13:47:59,38.042,38.272,7.04,2.0
16-10-2023 13:51:57,38.446,38.858,7.56,1.5
16-10-2023 14:21:58,38.624,43.175,7,1.8
16-10-2023 14:28:35,38.715,41.6,7,2.0
16-10-2023 14:51:01,37.815,36.328,6.89,4.1
16-10-2023 14:58:34,39.138,26.376,7,1.2
16-10-2023 15:18:25,37.777,36.225,6.93,1.6
16-10-2023 15:43:24,38.063,38.401,13.47,1.6
16-10-2023 16:17:06,37.929,37.934,18.87,1.9
16-10-2023 16:39:40,37.884,36.184,5.97,2.2
16-10-2023 16:46:50,37.847,37.879,11.7,2.1
16-10-2023 17:07:20,36.952,29.961,7,1.5
16-10-2023 17:10:14,38.098,38.369,7.28,2.9
16-10-2023 17:21:15,36.872,29.729,7,2.0
16-10-2023 17:26:51,41.186,41.13,6.41,1.5
16-10-2023 18:00:05,40.87,31.732,7.23,1.4
16-10-2023 18:02:50,37.187,31.155,6.98,2.0
16-10-2023 18:12:02,35.507,27.106,9.22,2.2
16-10-2023 18:17:43,38.046,36.452,7.03,2.2
16-10-2023 18:23:57,37.872,37.879,7.66,1.3
16-10-2023 18:44:13,38.608,39.684,6.88,1.5
16-10-2023 18:59:05,38.133,38.518,8.11,1.6
16-10-2023 19:01:58,36.762,33.853,7.02,1.3
16-10-2023 19:09:39,37.783,35.637,7.01,1.9
16-10-2023 19:12:28,36.774,35.507,12.14,2.2
16-10-2023 19:12:56,37.33,26.891,12.23,1.8
16-10-2023 19:15:40,38.539,37.638,7,1.2
16-10-2023 19:19:36,42.05,34.091,10.66,2.3
16-10-2023 19:24:29,37.877,29.053,7.76,1.8
16-10-2023 19:39:40,39.435,38.336,9.59,1.4
16-10-2023 19:50:01,37.777,36.211,6.99,1.1
16-10-2023 20:08:19,38.336,27.195,10.93,1.7
16-10-2023 20:47:38,37.519,37.159,5.76,3.0
16-10-2023 20:49:29,37.501,37.134,8.03,1.5
16-10-2023 20:55:02,37.829,36.335,6.96,1.9
16-10-2023 21:06:28,39.386,27.971,7.01,1.3
16-10-2023 21:19:37,37.885,36.168,7,1.2
16-10-2023 21:27:29,38.146,38.446,7,1.3
16-10-2023 21:35:01,37.82,36.294,7,1.2
16-10-2023 21:38:24,37.829,36.335,7,1.4
16-10-2023 21:41:30,37.464,36.961,8.27,1.2
16-10-2023 22:13:40,38.099,38.477,7,0.9
16-10-2023 22:16:38,38.076,37.74,6.86,1.7
16-10-2023 22:27:25,37.491,37.042,5.52,2.9
16-10-2023 22:30:58,38.205,38.124,7,3.5
16-10-2023 22:39:05,37.157,35.842,7,1.2
16-10-2023 22:39:45,39.393,27.963,6.98,1.6
16-10-2023 22:41:53,37.813,36.33,7.19,2.7
16-10-2023 22:54:40,37.817,36.318,7.04,1.3
16-10-2023 23:01:30,38.181,38.642,7,1.2
16-10-2023 23:08:00,35.448,26.071,12.47,2.4
16-10-2023 23:10:51,36.786,33.842,7,1.6
16-10-2023 23:12:56,36.77,33.848,7,1.5
16-10-2023 23:18:05,37.634,35.469,6.63,1.2
16-10-2023 23:45:10,38.338,27.194,8.97,2.0
16-10-2023 23:50:43,37.781,36.217,6.98,1.0
17-10-2023 00:03:50,38.118,36.891,6.99,1.7
17-10-2023 00:26:47,38.81,34.564,7,1.8
17-10-2023 00:44:09,37.722,36.281,6.5,1.8
17-10-2023 00:54:14,38.344,27.185,9.05,2.1
17-10-2023 00:55:18,38.903,32.96,6.98,2.5
17-10-2023 00:59:16,35.956,29.392,7,1.5
17-10-2023 01:03:11,36.502,36.334,7,2.2
17-10-2023 01:41:34,37.659,35.393,7,1.8
17-10-2023 01:46:45,37.834,36.347,7.17,2.1
17-10-2023 02:19:53,37.634,35.854,6.99,1.3
17-10-2023 02:29:37,39.391,26.317,6.97,1.8
17-10-2023 02:33:43,37.819,36.343,6.99,2.7
17-10-2023 02:51:14,38.916,32.966,7,2.1
17-10-2023 03:05:24,37.575,37.293,7,0.9
17-10-2023 03:09:41,37.83,36.344,7,0.9
17-10-2023 03:11:22,34.131,25.756,35,2.6
17-10-2023 03:21:39,37.826,36.326,7,1.9
17-10-2023 03:23:50,38.924,32.989,7,1.2
17-10-2023 03:24:48,38.898,33.003,7,1.3
17-10-2023 03:26:41,38.088,36.905,6.95,1.6
17-10-2023 03:30:30,38.086,38.406,7,0.9
17-10-2023 03:31:24,34.584,24.487,7.47,3.5
17-10-2023 03:39:14,37.936,36.277,7,1.2
17-10-2023 03:43:07,38.669,38.127,7,1.3
17-10-2023 03:55:07,38.222,38.15,7,1.2
17-10-2023 04:13:04,37.911,36.247,7.14,2.4
17-10-2023 04:47:19,38.271,38.802,7,2.2
17-10-2023 04:53:25,38.248,37.39,7.08,2.3
17-10-2023 05:17:07,38.354,37.41,7,2.4
17-10-2023 05:34:35,37.804,36.29,7,1.2
17-10-2023 05:44:38,37.521,37.23,7,1.0
17-10-2023 06:07:56,38.122,38.438,7,1.2
17-10-2023 06:41:19,36.749,36.201,4.65,2.0
17-10-2023 07:07:43,38.843,37.453,6.97,1.7
17-10-2023 07:10:02,37.656,35.903,6.83,1.0
17-10-2023 07:26:05,37.891,36.143,5.91,1.7
17-10-2023 08:07:44,36.618,36.409,6.74,2.1
17-10-2023 08:43:38,37.871,37.817,7.8,2.0
17-10-2023 08:45:33,38.135,38.566,7,1.5
17-10-2023 08:50:49,39.621,26.432,6.97,1.6
17-10-2023 08:56:36,37.657,35.443,7,1.2
17-10-2023 09:04:08,38.223,38.14,7.04,1.7
17-10-2023 09:24:02,37.443,36.792,10.77,2.2
17-10-2023 09:33:24,38.223,38.181,7,1.4
17-10-2023 09:43:38,37.436,37.116,7,1.5
17-10-2023 09:55:52,37.665,35.419,7,1.3
17-10-2023 10:20:47,37.498,37.008,6.5,1.4
17-10-2023 10:26:33,37.951,38.094,7,1.9
17-10-2023 10:28:52,37.292,36.988,8.84,2.0
17-10-2023 10:30:57,38.068,37.512,6.97,2.5
17-10-2023 10:34:10,38.657,39.142,6.45,1.4
17-10-2023 10:36:34,38.148,38.476,7,1.2
17-10-2023 10:44:29,37.368,37.031,7,1.1
17-10-2023 10:47:52,38.077,37.162,6.98,2.7
17-10-2023 10:52:31,39.658,26.231,7,1.2
17-10-2023 10:54:09,37.496,37.005,6.79,1.7
17-10-2023 10:59:46,38.097,38.454,7,1.0
17-10-2023 11:15:03,37.489,37.005,5.81,1.6
17-10-2023 11:15:22,39.253,27.656,7,2.0
17-10-2023 11:24:32,40.101,28.572,7.06,1.7
17-10-2023 11:25:53,37.895,36.205,7,1.7
17-10-2023 11:51:00,39.819,40.326,7,1.4
17-10-2023 11:56:06,38.203,38.102,7,1.4
17-10-2023 12:08:32,37.626,29.278,8.33,1.3
17-10-2023 12:20:46,39.878,28.794,7.56,1.5
17-10-2023 12:24:08,37.24,37.041,7,0.9
17-10-2023 12:28:54,38.006,38.101,7,1.0
17-10-2023 12:32:35,39.298,27.767,7,1.4
17-10-2023 12:39:58,37.346,37.045,11.06,1.8
17-10-2023 12:43:01,37.408,39.477,7.13,1.7
17-10-2023 12:45:29,39.805,40.406,7,1.2
17-10-2023 12:47:32,37.491,36.821,7,0.9
17-10-2023 12:51:35,38.919,32.967,7.21,1.4
17-10-2023 12:52:10,36.831,34.351,7.02,1.3
17-10-2023 12:53:13,36.824,36.503,7.01,1.6
17-10-2023 12:56:25,37.253,28.222,7,1.7
17-10-2023 13:08:28,36.717,36.26,7,1.6
17-10-2023 13:09:21,40.031,26.924,7,1.2
17-10-2023 13:16:48,38.296,38.259,6.07,1.9
17-10-2023 13:19:48,39.642,29.358,7,1.0
17-10-2023 13:20:51,41.088,34.078,6.99,1.5
17-10-2023 13:32:23,39.039,26.984,6.53,1.0
17-10-2023 13:33:26,37.887,36.21,7,1.4
17-10-2023 13:47:57,39.249,34.143,7,0.6
17-10-2023 13:51:51,38.532,38.575,7,0.9
17-10-2023 14:12:01,38.223,33.317,7.08,2.0
17-10-2023 14:13:38,40.722,31.555,7,1.3
17-10-2023 14:20:18,38.065,38.218,7,1.2
17-10-2023 14:31:32,38.158,38.64,10.98,1.4
17-10-2023 14:54:55,37.118,36.638,7.02,2.2
17-10-2023 14:55:44,38.091,38.474,7,1.3
17-10-2023 14:59:35,36.342,36.088,7,2.4
17-10-2023 15:06:06,37.973,38.087,7,1.5
17-10-2023 15:22:49,38.226,37.424,7,2.7
17-10-2023 15:32:47,39.786,25.666,7.09,1.9
17-10-2023 15:40:58,37.802,31.162,7.06,2.5
17-10-2023 15:46:15,37.64,35.366,7,1.8
17-10-2023 15:51:11,37.723,36.18,7.11,1.3
17-10-2023 15:55:47,40.797,31.044,7,1.3
17-10-2023 15:56:58,37.446,37.29,7.33,1.7
17-10-2023 16:10:29,40.784,27.719,6.98,1.6
17-10-2023 16:30:27,37.842,36.319,7,1.5
17-10-2023 16:31:25,37.782,36.218,7,1.1
17-10-2023 16:41:13,37.771,37.39,13.71,1.6
17-10-2023 16:46:15,41.869,27.36,7,1.4
17-10-2023 16:57:15,37.509,30.068,7,3.6
17-10-2023 16:59:53,38.079,36.59,7.24,3.5
17-10-2023 17:04:04,39.566,29.905,6.99,1.2
17-10-2023 17:07:41,38.138,38.574,7,1.4
17-10-2023 17:21:11,37.455,29.921,7.03,2.3
17-10-2023 17:21:33,39.736,30.186,7,1.4
17-10-2023 17:24:06,38.197,38.641,7,1.4
17-10-2023 17:25:50,39.248,29.087,7,1.0
17-10-2023 17:34:59,40.223,27.687,7,1.6
17-10-2023 17:37:41,38.113,38.439,7,1.0
17-10-2023 17:43:43,37.809,36.286,7,1.7
17-10-2023 17:55:11,37.092,28.341,6.97,1.2
17-10-2023 17:57:49,37.443,36.939,7,2.2
17-10-2023 18:53:37,37.773,36.282,6.89,1.8
17-10-2023 19:07:13,37.823,36.345,6.93,1.7
17-10-2023 19:17:30,37.974,36.574,6.87,2.8
17-10-2023 19:40:42,38.06,36.781,6.89,1.9
17-10-2023 20:02:04,37.835,36.344,6.98,2.3
17-10-2023 20:10:11,38.307,38.184,7.02,2.2
17-10-2023 20:14:13,38.09,38.432,10.86,2.5
17-10-2023 20:25:02,37.05,28.172,6.99,1.8
17-10-2023 20:45:02,38.266,38.826,6.83,2.6
17-10-2023 21:42:19,39.878,29.217,6.97,1.6
17-10-2023 22:23:10,37.457,37.008,6.77,1.6
17-10-2023 22:53:17,37.773,36.242,6.93,1.7
17-10-2023 23:20:39,37.935,36.201,11.11,2.2
17-10-2023 23:22:15,37.752,35.602,6.99,2.2
17-10-2023 23:33:54,38.772,44.877,7,2.1
18-10-2023 00:18:32,38.132,38.572,7,1.7
18-10-2023 00:21:39,37.407,36.748,6.98,2.0
18-10-2023 00:24:03,37.805,36.263,7.02,1.5
18-10-2023 01:14:16,38.234,37.98,7.08,3.6
18-10-2023 01:43:21,37.849,36.219,6.64,1.7
18-10-2023 01:44:11,37.877,36.253,7,2.5
18-10-2023 01:47:19,38.038,37.321,7.02,1.4
18-10-2023 01:54:01,38.166,37.918,7,1.9
18-10-2023 02:14:45,40.094,34.313,10.05,1.5
18-10-2023 02:27:43,38.083,37.119,6.98,2.4
18-10-2023 02:32:36,38.489,37.473,7,1.7
18-10-2023 02:53:06,37.549,37.258,11.97,1.7
18-10-2023 03:13:52,37.924,36.265,7,2.8
18-10-2023 03:28:58,38.465,36.959,7.03,2.1
18-10-2023 03:32:55,37.848,36.207,6.88,1.8
18-10-2023 03:37:01,38.22,38.12,6.99,2.3
18-10-2023 03:59:02,37.311,37.002,7.02,1.7
18-10-2023 04:08:49,39.088,33.053,7.01,1.0
18-10-2023 04:09:01,37.922,36.255,7.47,2.1
18-10-2023 04:22:58,36.977,36.082,7.5,2.7
18-10-2023 04:55:59,38.348,40.793,16.38,1.4
18-10-2023 05:02:31,38.068,37.055,7.04,2.6
18-10-2023 05:03:59,37.521,37.069,8.81,2.7
18-10-2023 05:17:35,37.911,36.256,7,1.8
18-10-2023 06:54:13,39.808,27.892,16,1.7
18-10-2023 07:52:25,38.105,36.818,7.08,2.8
18-10-2023 08:09:21,37.655,36.365,7,1.5
18-10-2023 08:47:50,38.307,38.256,7,1.4
18-10-2023 09:13:46,37.775,36.207,7.01,1.4
18-10-2023 09:22:45,37.884,29.284,7,1.4
18-10-2023 09:38:47,38.123,36.603,21.4,2.3
18-10-2023 09:51:30,39.695,28.272,7.15,1.4
18-10-2023 10:17:15,38.023,37.516,6.87,1.7
18-10-2023 11:29:12,37.305,36.826,11.39,1.7
18-10-2023 11:49:01,38.027,36.366,7.06,1.8
18-10-2023 12:07:08,35.055,26.209,7,3.0
18-10-2023 12:15:23,37.868,35.409,7,1.3
18-10-2023 12:34:27,38.328,28.488,9.44,1.7
18-10-2023 12:47:15,37.75,28.07,7,1.3
18-10-2023 12:53:49,38.158,38.452,7,1.3
18-10-2023 12:54:05,39.939,28.776,7.67,1.6
18-10-2023 12:57:37,39.72,30.688,7,1.4
18-10-2023 13:21:47,38.076,36.484,6.88,2.1
18-10-2023 14:49:07,38.158,38.463,14.48,2.0
18-10-2023 14:57:57,39.858,35.592,7.02,1.6
18-10-2023 15:55:25,38.191,27.663,7,4.2
18-10-2023 16:22:11,37.678,35.396,7,1.6
18-10-2023 16:57:30,38.209,27.661,7,1.6
18-10-2023 17:01:39,38.209,27.69,10,1.6
18-10-2023 17:22:20,36.118,27.961,5.13,1.6
18-10-2023 17:41:46,37.776,36.238,7.03,2.0
18-10-2023 17:49:51,37.138,36.693,7,2.0
18-10-2023 17:59:19,37.144,36.692,7,1.8
18-10-2023 18:25:00,37.82,36.332,7.02,1.8
18-10-2023 18:50:18,38.32,37.414,7,2.9
18-10-2023 19:06:14,39.44,27.826,12.75,2.3
18-10-2023 19:14:38,37.206,29.011,9.66,2.2
18-10-2023 19:23:17,37.859,36.279,7.01,2.0
18-10-2023 19:34:30,38.902,43.541,7.18,1.7
18-10-2023 19:40:02,35.548,29.368,35.9,2.2
18-10-2023 19:48:56,38.201,38.655,11.47,1.4
18-10-2023 19:55:34,38.243,38.109,7.06,1.3
18-10-2023 20:49:49,39.456,27.802,11.53,2.3
18-10-2023 20:54:25,37.975,38.142,7,0.9
18-10-2023 20:57:04,38.219,27.72,7,1.3
18-10-2023 21:09:51,37.904,36.234,7,1.4
18-10-2023 21:21:43,36.916,29.07,7,1.4
18-10-2023 21:30:01,38.311,38.266,7,1.6
18-10-2023 21:40:51,37.618,35.859,7,1.5
18-10-2023 22:29:32,38.152,38.691,6.06,2.9
18-10-2023 23:07:16,38.101,37.409,7,1.9
18-10-2023 23:24:32,40.887,31.764,7.11,1.8
18-10-2023 23:51:08,37.668,35.884,7.01,1.7
19-10-2023 00:15:19,37.715,29.233,7,0.9
19-10-2023 00:16:52,40.873,31.756,7,0.9
19-10-2023 00:25:05,38.216,38.606,7.2,1.3
19-10-2023 00:37:47,36.971,36.524,7,1.4
19-10-2023 00:41:11,38.355,38.15,7.33,1.4
19-10-2023 00:45:19,38.3,40.837,6.98,1.4
19-10-2023 00:56:43,38.213,27.68,7,1.8
19-10-2023 01:05:04,38.168,38.644,7,1.1
19-10-2023 01:19:29,37.977,36.578,7.15,1.3
19-10-2023 01:26:31,38.237,38.703,9.3,0.9
19-10-2023 01:44:30,37.025,26.573,8.3,1.9
19-10-2023 01:45:03,38.319,38.194,7.06,1.3
19-10-2023 01:48:28,40.403,35.004,13.34,1.6
19-10-2023 02:03:25,39.462,27.812,7.04,1.4
19-10-2023 02:07:16,38.134,38.53,7,1.5
19-10-2023 02:19:35,36.944,29.316,7,1.5
19-10-2023 02:22:46,38.087,38.408,7,1.0
19-10-2023 02:25:10,36.944,29.312,7,1.3
19-10-2023 03:12:54,38.228,27.664,2.35,1.7
19-10-2023 03:19:10,36.458,27.254,16.64,2.2
19-10-2023 03:32:11,37.604,37.354,7,1.5
19-10-2023 03:35:39,40.106,28.133,7,2.0
19-10-2023 03:39:30,37.472,36.92,7,1.9
19-10-2023 03:53:10,38.188,27.643,7,1.5
19-10-2023 04:01:49,38.219,37.7,7,1.3
19-10-2023 04:05:06,38.854,39.198,21.67,1.3
19-10-2023 04:24:28,37.669,36.418,7,2.4
19-10-2023 04:28:58,37.433,36.961,7,2.0
19-10-2023 05:03:04,38.232,38.594,8.76,1.6
19-10-2023 05:15:44,38.371,39.061,7,3.2
19-10-2023 05:32:11,39.733,34.238,10.67,1.4
19-10-2023 06:15:39,38.265,37.786,7,1.3
19-10-2023 06:27:54,38.811,40.126,8.06,1.8
19-10-2023 06:39:00,37.366,29.755,7,1.5
19-10-2023 06:40:22,38.073,38.334,9.44,1.4
19-10-2023 06:43:53,38.02,36.576,7,2.0
19-10-2023 06:59:11,37.753,36.279,7,1.5
19-10-2023 07:08:39,38.658,39.156,7.94,1.3
19-10-2023 07:23:09,38.494,25.754,7.47,2.9
19-10-2023 07:25:34,36.987,26.471,7,3.7
19-10-2023 07:36:49,38.166,38.402,21.36,1.0
19-10-2023 07:48:46,38.47,37.06,7.08,2.0
19-10-2023 07:54:03,37.031,26.582,6.06,2.5
19-10-2023 07:57:43,38.374,32.158,3.85,1.7
19-10-2023 08:03:53,37.011,26.544,10.67,1.8
19-10-2023 08:17:44,38.293,38.848,7,1.0
19-10-2023 08:20:25,38.156,38.711,6.43,1.2
19-10-2023 08:38:20,37.771,35.591,7,1.7
19-10-2023 08:55:27,37.363,36.963,8.46,1.6
19-10-2023 09:23:36,36.761,33.791,7,1.5
19-10-2023 09:30:33,38.077,38.451,7,1.6
19-10-2023 09:36:20,39.904,39.512,7,1.7
19-10-2023 09:42:30,37.834,36.339,6.99,2.1
19-10-2023 10:05:34,38.819,37.353,6.93,1.9
19-10-2023 10:10:45,39.313,36.724,3.31,1.8
19-10-2023 10:13:30,35.777,35.54,7.15,2.3
19-10-2023 10:31:38,40.786,31.087,7,1.3
19-10-2023 10:42:38,37.339,36.867,7.23,1.0
19-10-2023 10:45:46,37.655,36.256,7,1.4
19-10-2023 10:59:20,38.1,27.022,7,1.0
19-10-2023 11:21:05,37.491,36.992,7.14,0.9
19-10-2023 11:21:32,38.184,36.411,7.27,2.2
19-10-2023 11:31:39,39.268,29.118,10.69,1.1
19-10-2023 11:44:36,38.051,37.748,7.88,1.8
19-10-2023 11:54:04,37.516,37.146,7,2.1
19-10-2023 12:22:37,38.276,38.17,7,1.2
19-10-2023 12:31:21,42.339,29.878,12.97,2.3
19-10-2023 12:50:05,38.186,38.691,7,1.2
19-10-2023 13:16:01,39.737,40.485,7,2.0
19-10-2023 13:37:15,37.466,37.178,10.45,1.5
19-10-2023 13:37:46,38.311,38.207,7.02,2.4
19-10-2023 14:22:22,38.498,28.422,7,0.9
19-10-2023 14:50:41,38.12,37.393,6.88,2.4
19-10-2023 15:18:55,39.834,33.053,7,1.2
19-10-2023 15:23:40,36.133,36.021,7,1.3
19-10-2023 15:44:17,36.945,27.933,7.01,1.6
19-10-2023 16:02:31,39.842,36.324,7.13,1.6
19-10-2023 16:22:47,37.629,35.841,7,2.1
19-10-2023 16:23:33,38.065,37.723,7,1.7
19-10-2023 16:43:19,39.245,25.828,7.08,1.3
19-10-2023 16:46:07,38.361,38.62,42.26,1.1
19-10-2023 16:50:56,38.25,38.818,6.95,1.1
19-10-2023 16:59:09,37.039,36.208,6.95,2.0
19-10-2023 17:00:29,37.373,37.005,11.04,1.4
19-10-2023 17:04:51,38.108,38.128,7,1.6
19-10-2023 17:16:58,38.069,38.445,6.9,1.3
19-10-2023 17:18:52,38.269,38.289,7,1.3
19-10-2023 17:38:36,37.824,36.334,7,2.5
19-10-2023 17:41:28,37.841,36.337,7,1.9
19-10-2023 17:50:02,36.184,28.143,7.44,1.9
19-10-2023 18:23:25,37.824,36.341,7.01,2.1
19-10-2023 18:36:46,37.521,37.178,7,1.4
19-10-2023 18:45:59,38.359,24.17,7,3.8
19-10-2023 18:48:20,38.671,39.553,7,1.3
19-10-2023 18:52:29,37.823,36.337,7.01,2.9
19-10-2023 20:03:12,37.957,38.069,7,1.3
19-10-2023 20:17:51,38.136,38.324,7,1.7
19-10-2023 20:36:00,36.353,36.222,7,1.9
19-10-2023 20:37:43,37.282,36.993,7.99,2.2
19-10-2023 20:40:21,36.085,28.308,40.18,2.1
19-10-2023 21:04:20,37.827,36.329,7,1.9
19-10-2023 21:25:03,38.071,36.899,7,1.4
19-10-2023 21:36:37,37.834,36.358,7,1.8
19-10-2023 22:01:26,37.79,36.364,7.01,1.5
19-10-2023 22:02:29,37.833,36.344,7,1.9
19-10-2023 22:13:04,38.098,38.46,7,1.7
19-10-2023 22:26:26,37.691,34.723,7.01,3.2
19-10-2023 22:28:18,38.141,36.828,7.01,2.2
19-10-2023 22:35:02,37.771,36.221,7,2.0
19-10-2023 22:36:05,37.789,36.241,7,2.0
19-10-2023 23:30:17,38.056,38.235,6.95,1.6
19-10-2023 23:33:32,38.145,38.451,7,1.1
19-10-2023 23:56:36,37.833,36.324,7,1.5
20-10-2023 00:00:49,37.903,36.643,6.53,2.5
20-10-2023 00:04:04,39.381,28.148,7,1.2
20-10-2023 00:43:28,38.084,37.242,7,1.7
20-10-2023 00:49:56,38.456,41.88,6.85,1.6
20-10-2023 00:50:42,38.116,38.177,7,1.3
20-10-2023 01:08:46,38.241,38.236,7,1.9
20-10-2023 01:09:41,40.45,40.75,7,1.8
20-10-2023 01:21:13,36.785,34.927,7,1.4
20-10-2023 01:21:51,37.819,36.336,7.02,1.7
20-10-2023 01:56:26,38.31,37.385,7.09,1.6
20-10-2023 01:56:50,40.592,28.054,7,1.6
20-10-2023 02:02:22,40.549,28.201,6.05,1.3
20-10-2023 02:11:55,38.306,38.176,6.99,2.1
20-10-2023 02:19:44,40.692,29.232,7.06,1.3
20-10-2023 02:24:26,37.351,36.884,14,1.3
20-10-2023 02:34:44,37.656,35.793,7,1.3
20-10-2023 02:37:23,37.134,36.617,7,1.2
20-10-2023 02:44:35,38.29,38.209,7,1.8
20-10-2023 03:01:36,38.114,36.613,7,1.4
20-10-2023 03:06:11,38.04,37.64,7,1.7
20-10-2023 03:23:15,36.269,36.267,7,1.5
20-10-2023 03:26:58,36.078,35.863,7,1.9
20-10-2023 03:28:15,37.243,36.683,10.14,0.8
20-10-2023 03:37:27,37.821,36.626,7.01,1.4
20-10-2023 03:43:51,38.211,37.694,7.27,2.0
20-10-2023 03:54:24,38.386,37.568,6.71,1.3
20-10-2023 03:55:48,38.117,38.331,7,1.3
20-10-2023 04:02:57,38.235,37.294,7.05,1.5
20-10-2023 04:04:42,39.886,37.646,6.79,1.4
20-10-2023 04:21:11,37.785,27.769,7,1.6
20-10-2023 04:37:32,38.288,38.146,7.01,1.9
20-10-2023 04:38:24,36.137,40.085,8.1,2.8
20-10-2023 04:41:48,37.839,36.35,7,1.3
20-10-2023 04:50:55,36.707,28.584,59.92,1.0
20-10-2023 04:56:51,39.899,37.647,7.69,1.4
20-10-2023 04:57:46,38.083,37.762,6.53,2.2
20-10-2023 05:08:27,34.593,27.474,7.28,2.1
20-10-2023 05:34:06,38.084,37.851,7,1.2
20-10-2023 05:42:24,37.89,36.61,7,2.4
20-10-2023 05:56:13,37.515,37.201,7.01,1.3
20-10-2023 05:56:53,36.768,33.838,7,1.1
20-10-2023 06:06:21,38.44,39.152,7,1.0
20-10-2023 06:12:11,37.784,36.405,7.16,1.9
20-10-2023 06:24:35,36.179,28.818,35.04,1.4
20-10-2023 06:36:39,40.194,31.777,6.98,1.8
20-10-2023 06:49:43,37.522,37.197,7,2.0
20-10-2023 06:51:38,37.82,36.328,6.99,2.6
20-10-2023 07:25:13,36.088,28.053,6.22,1.5
20-10-2023 07:51:30,38.586,44.428,6.4,2.2
20-10-2023 08:26:47,38.101,38.426,7,1.7
20-10-2023 08:28:35,38.399,37.555,7,2.2
20-10-2023 08:35:35,37.786,36.611,7,1.4
20-10-2023 08:42:38,35.852,28.542,9.09,1.9
20-10-2023 08:46:31,36.356,36.161,7,1.8
20-10-2023 08:48:51,36.925,28.624,7,2.1
20-10-2023 09:33:26,37.652,36.271,7,0.9
20-10-2023 09:34:54,37.296,37.052,7,1.2
20-10-2023 09:40:11,38.272,38.586,12.89,1.2
20-10-2023 09:53:05,37.924,36.208,7.04,1.9
20-10-2023 10:06:05,39.342,39.462,13.24,1.4
20-10-2023 10:15:22,37.957,36.549,7,1.6
20-10-2023 10:17:44,37.622,35.861,7,1.0
20-10-2023 10:37:05,37.194,36.954,6.57,2.1
20-10-2023 10:50:25,39.26,27.749,7,1.5
20-10-2023 11:07:49,40.607,42.485,7,1.7
20-10-2023 11:30:10,38.316,38.241,10.27,3.6
20-10-2023 11:42:57,38.353,27.204,15.73,1.5
20-10-2023 11:54:01,40.036,26.999,7.03,1.0
20-10-2023 11:56:17,37.768,29.408,7,1.2
20-10-2023 12:00:23,39.463,38.589,7,1.5
20-10-2023 12:01:23,38.954,27.151,12.4,1.0
20-10-2023 12:03:37,38.49,29.138,7,0.9
20-10-2023 12:08:35,38.12,37.812,7,1.8
20-10-2023 12:13:30,41.228,41.608,7,0.9
20-10-2023 12:15:37,38.127,38.455,7,1.3
20-10-2023 12:19:23,40.089,28.624,7,1.7
20-10-2023 12:20:06,37.972,38.339,7,1.5
20-10-2023 12:21:29,38.336,27.186,8.01,1.3
20-10-2023 12:23:30,38.158,36.668,7,3.6
20-10-2023 12:28:16,40.59,40.898,6.95,1.1
20-10-2023 12:31:52,41.1,29.697,7,1.2
20-10-2023 12:32:03,39.603,30.172,7.11,1.6
20-10-2023 12:41:15,36.326,36.133,11.6,1.8
20-10-2023 12:41:56,40.42,30.025,7.55,1.3
20-10-2023 12:52:37,39.976,28.72,7,1.6
20-10-2023 12:58:12,39.637,30.049,7,1.2
20-10-2023 12:58:51,40.813,31.739,8.11,0.8
20-10-2023 13:00:22,37.857,36.34,7.01,3.5
20-10-2023 13:03:41,39.804,30.254,7.61,1.5
20-10-2023 13:06:51,39.871,28.863,7.1,1.6
20-10-2023 13:20:28,37.785,36.246,7,1.7
20-10-2023 13:24:27,38.263,38.2,7,1.7
20-10-2023 13:30:06,38.117,32.702,6.96,1.1
20-10-2023 13:48:44,37.824,36.317,7,2.6
20-10-2023 13:54:36,38.327,38.011,7,1.0
20-10-2023 14:04:38,38.001,36.566,6.98,1.7
20-10-2023 14:15:54,41.273,31.691,7,1.0
20-10-2023 14:45:24,38.194,38.652,7,1.1
20-10-2023 14:46:37,37.822,36.252,7,1.1
20-10-2023 14:47:39,39.973,33.52,7.01,1.2
20-10-2023 14:47:43,39.963,29.397,6.96,1.4
20-10-2023 15:02:43,40.004,28.674,15.62,1.4
20-10-2023 15:09:24,39.561,30.094,7.12,1.3
20-10-2023 15:15:42,37.82,36.318,7,1.8
